Name	Producer	CPU	RAM	DISK	GPU	DISPLAY	Old Price	New Price
Laptop AVITA LIBER V14I (NS14I8VNR571-BPB) (i7 10510U/8GB RAM/1TB SSD/14.0 inch FHD/Win10/Hồng)	Laptop AVITA	intel i7 10510U	8GB	1TB SSD	Onboard	14 inch FHD	22219000	21209000
Laptop AVITA LIBER V14J (NS14J8VNR571-FLB) (i7 10510U/8GB RAM/1TB SSD/14.0 inch FHD/Win10/Tím)	Laptop AVITA	intel i7 10510U	8GB	1TB SSD	Onboard	14 inch FHD	22219000	21209000
Laptop MSI Modern 14 B11MO-073VN (i7 1165G7/8GB RAM/512GB SSD/14.0 inch FHD/ Win10/Xám	Laptop MSI	Intel Core i7 1165G7	8GB (còn 1 khe trống)	512GB SSD (Update thay thế)	Onboard	14 inch FHD	22209000	21909000
Laptop HP Pavilion x360 14-dw1019TU (2H3N7PA) (i7 1165G7/8GB RAM/512GB SSD/14 Touch FHD/Win10/Office/Bút/Vàng)	Laptop HP	Intel Core i7 1165G7	8GB	512GB SSD	Onboard	14 inch FHD cảm ứng	23329000	23229000
Laptop Acer Aspire 7 A715-42G-R4ST (NH.QAYSV.004) (Ryzen 5 5500U/8GB RAM/256GB SSD/GTX1650 4G/15.6 inch FHD/Win 10/Đen) (2021)	Laptop Acer	AMD Ryzen 5 5500U	8GB	256GB SSD	NVIDIA  GTX1650 4G DDR6	15.6 inch FHD	20489000	19399000
Laptop Dell Vostro 3400 (70234073) (i5 1135G7/8GB RAM/256GB SSD/14.0 inch FHD/Win10/Đen)	Laptop Dell	Intel Core i5 1135G7	8GB	256GB SSD	Onboard	14 inch FHD	19499000	18899000
Laptop MSI Modern 14 B10MW (482VN) (i3 10110U/8GB RAM/256GB SSD/14.0inch FHD/Win10/Xanh)	Laptop MSI	Intel Core i3 10110U	8GB (không còn khe trống, update thay thế)	256GB SSD (không còn khe trống, update thay thế)	Onboard	14 inch FHD	14129000	14129000
Laptop MSI Modern 14 B10MW (483VN) (i3 10110U/8GB RAM/256GB SSD/14.0inch FHD/Win10/Xám)	Laptop MSI	Intel Core i3 10110U	8GB (không còn khe trống, update thay thế)	256GB SSD (không còn khe trống, update thay thế)	Onboard	14 inch FHD	14129000	14129000
Laptop MSI Gaming GF63 Thin 9SCSR (1057VN) (i5 9300H 8GB RAM/512GBSSD/GTX1650Ti 4G/15.6 inch FHD 144Hz/Win 10/Đen)	Laptop MSI	Intel Core i5 9300H	8GB	512GB SSD	NVIDIA GTX1650Ti 4G	15.6 inch FHD 144Hz	22729000	19399000
Laptop Asus X515EA-EJ058T (i5 1135G7/2*4GB RAM/512GB SSD/15.6 FHD/Win 10/Bạc)	Laptop Asus	Intel Core i5 1135G7	8GB	512GB SSD	Onboard	15.6 inch FHD	17979000	17929000
Laptop MSI Modern 14 B11SB (075VN) (i5-1135G7/8GB RAM/512GBSSD/MX450 2GB/14 inch FHD/Win 10/Vàng Hồng)	Laptop MSI	Intel Core i5-1135G7	8GB (update thay thế)	512GB SSD (Upate thay thế)	Mvidia MX450 2GB	14 inch FHD	23219000	22219000
Laptop MSI Gaming GF63 (10SC-014VN) (i5 10200H/8GB RAM/512GBSSD/GTX1650 4G/15.6 inch FHD 144Hz/Win 10/Đen)	Laptop MSI	Intel Core i5 10200H	8GB	512GB SSD	NVIDIA GTX GTX1650 4GB	15.6 inch FHD 144hz	21199000	20189000
Laptop Lenovo IdeaPad 3 14ITL6 (82H7003UVN) (Core i5 1135G7/8GB RAM/512GB SSD/14 FHD/Win10/Xám)	Laptop Lenovo	Intel Core i5 1135G7	8GB	512GB SSD	Onboard	14 inch FHD	17879000	17779000
Laptop Lenovo IdeaPad 3 14ITL6 (82H700DNVN) (Core i3 1115G4/8GB RAM/512GB SSD/14 FHD/Win10/Xám)	Laptop Lenovo	Intel Core i3 1115G4	8GB	512GB SSD	Onboard	14 inch FHD	14849000	14749000
Laptop MSI Creator 15 (A10UET-447VN) (i7 10870H 32GB RAM/1TB SSD/RTX3060 6G/15.6 inch FHD Touch/Win 10/Xám)	Laptop MSI	Intel Core i7 10870H	32GB	1TB SSD	NVIDIA RTX3060 6G	15.6 inch FHD Cảm ứng	54539000	53529000
Laptop Lenovo IdeaPad 5 14ITL05 (82FE00BFVN) (Core i5 1135G7/8GB RAM/512GB SSD/14 FHD/Win10/Xám)	Laptop Lenovo	Intel Core i5 1135G7	8GB (onboard, không hỗ trợ nâng cấp)	512GB SSD (nâng cấp thay thế)	Onboard	14 inch FHD	18489000	17479000
Laptop Asus VivoBook TM420UA-EC022T (R5 5500U/8GB RAM/512GB SSD/14 FHD Touch/Win10/Xoay/Đen)	Laptop Asus	AMD R5 5500U	8GB	512 GB SSD	Onboard	14 inch FHD Touch	18489000	18389000
Apple Macbook Air 13 (Z125) (Apple M1/16GB RAM/512GB SSD/13.3 inch IPS/Mac OS/Xám)	Macbook	Apple M1	16GB	512GB SSD	Onboard	13.3 inch Retina IPS	40399000	37359000
Apple Macbook Air 13 (Z128000BR) (Apple M1/16GB RAM/512GB SSD/13.3 inch IPS/Mac OS/Bạc)	Macbook	Apple M1	16GB	512GB SSD	Onboard	13.3 inch Retina IPS	40399000	37359000
Apple Macbook Air 13 (Z12B) (Apple M1/16GB RAM/512GB SSD/13.3 inch IPS/Mac OS/Vàng)	Macbook	Apple M1	16GB	512GB SSD	Onboard	13.3 inch Retina IPS	40399000	37359000
Laptop Dell XPS 13 9310 (70234076) (i5 1135G1/8GBRAM/512GB SSD/13.4 inch FHD/Win10/Bạc)	Laptop Dell	Intel Core i5 1135G1	8GB	512GB SSD	Onboard	13.4 inch FHD (16	40389000	38369000
Laptop Acer Gaming Nitro 5 AN515-56-51N4 (NH.QBZSV.002) (i5 11300H/ 8GB Ram/ 512GB SSD/ GTX1650 4G/15.6 inch FHD 144Hz/Win 10) (2021)	Laptop Acer	Intel core i5 11300H	8GB	512GB SSD	NVIDIA GTX1650 4G	15.6 inch FHD 144hz	23489000	22989000
Laptop HP ProBook 430 G8 (348D6PA) (i5 1135G7/8GB RAM/512GB SSD /13.3 FHD/FP/Dos/Bạc)	Laptop HP	Intel Core i5 1135G7	8GB	512GB SSD(không còn khe trống, nâng cấp thay thế)	Onboard	13.3 inch FHD	21109000	20199000
Laptop Acer Gaming Nitro 5 AN515-56-79U2 (NH.QBZSV.001) (i7 11370H/ 8GB Ram/ 512GB SSD/ GTX1650 4G/15.6 inch FHD 144Hz/Win 10/Đen) (2021)	Laptop Acer	Intel core i7 11370H	8GB	512GB SSD	NVIDIA GTX1650 4G	15.6 inch FHD 144hz	None	25949000
Laptop HP ProBook 430 G8 (2Z6T0PA) (i5 1135G7/8GB RAM/256GB SSD /13.3 FHD/FP/Dos/Bạc)	Laptop HP	Intel Core i5 1135G7	8GB	256GB SSD(không còn khe trống, nâng cấp thay thế)	Onboard	13.3 inch FHD	20099000	19399000
Laptop HP ProBook 430 G8 (2H0N6PA) (i5 1135G7/4GB RAM/256GB SSD /13.3 FHD/FP/Win/Bạc)	Laptop HP	Intel Core i5 1135G7	4GB (Còn 1 khe ram trống)	256GB SSD(không còn khe trống, nâng cấp thay thế)	Onboard	13.3 inch FHD	19799000	18989000
Laptop Lenovo IdeaPad 5 14ITL05 (82FE00LLVN ) (Core i5 1135G7/8GB RAM/512GB SSD/14 FHD/Win10/Xám)	Laptop Lenovo	Intel Core i5 1135G7	8GB (onboard, không hỗ trợ nâng cấp)	512GB SSD (nâng cấp thay thế)	Onboard	14 inch FHD	19499000	19199000
Laptop Lenovo Thinkpad E15  Gen 2 (20TD0081VA (i7 1165G7/8GB RAM/512GB SSD/15.6 FHD/Dos/Đen)	Laptop Lenovo	Intel Core i7 1165G7	8GB	512GB SSD	Intel iris xe	15.6 inch FHD	22219000	21919000
Laptop Lenovo Thinkpad E15  Gen 2 (20TD007WVA) (i5 1135G7/8GB RAM/256GB SSD/15.6 FHD/Dos/Đen)	Laptop Lenovo	Intel Core i5 1135G7	8GB	256GB SSD	Intel iris xe	15.6 inch FHD	19499000	18999000
Laptop Lenovo Thinkpad E15  Gen 2 (20TD0080VA) (i5 1135G7/8GB RAM/512GB SSD/15.6 FHD/Dos/Đen)	Laptop Lenovo	Intel Core i5 1135G7	8GB	512GB SSD	Intel iris xe	15.6 inch FHD	19999000	19499000
Laptop Dell Inspiron 5301 (N3I3016W) (i3 1115G4 8GB RAM/256GB SSD/13.3 inch FHD/Win10/Bạc)	Laptop Dell	Intel Core i3 1115G4	8GB	256GB SSD	Onboard	13.3 inch FHD	17159000	17159000
Laptop Acer Gaming Nitro 5 AN515-45-R0B6 (NH.QBCSV.001) (Ryzen 7 5800H /8GB Ram/512GB SSD/RTX3060 6G/15.6 inch FHD 144Hz/Win 10/Đen) (2021)	Laptop Acer	AMD Ryzen 7 5800H	8GB	512GB SSD	NVIDIA RTX3060 6G	15.6 inch FHD 144hz	33489000	30999000
Laptop Dell Inspiron 5402 (GVCNH1) (i5 1135G7 8GBRAM/256GB SSD/MX330 2G/14.0 inch FHD/Win10/Bạc)	Laptop Dell	Intel Core i5 1135G7	8GB	256GB SSD	Nvidia MX330 2GB	14 inch FHD	23219000	22399000
Laptop Dell Vostro 5301 (C4VV91) (i5 1135G7 8GB RAM/256GBSSD/13.3 inch FHD/Win10/Xám)	Laptop Dell	Intel Core i5 1135G7	8GB	256GB SSD	Onboard	13.3 inch FHD	21199000	20189000
"Microsoft Surface Pro 7 Plus (1NA-000011) (i5 1135G7/8GB RAM/256GB SSD/12.3""/Win10/Bạc)(Bảo hành tại HACOM)"	Microsoft Surface	Intel Core i5 1135G7	8GB	256GB SSD	Onboard	12.3 inch	38379000	32999000
"Microsoft Surface Pro 7 Plus (1NA-00026) (i5 1135G7/8GB RAM/256GB SSD/12.3""/Win10/Đen)(Bảo hành tại HACOM)"	Microsoft Surface	Intel Core i5 1135G7	8GB	256GB SSD	Onboard	12.3 inch	38379000	32999000
Laptop Dell Latitude 9510 (01MTXT951010610U.02) (i7 10610U/8GB RAM/512GB SSD/15.0 inch FHD/Win10 Pro/Xám bạc)	Laptop Dell	Intel Core i7 10610U	8GB	512GB SSD	Onboard	15 inch FHD	51509000	50499000
Laptop Dell Latitude 9510 2 in 1 (01MTXT951010610U.01) (i7 10610U/8GB RAM/512GB SSD/15.0  inch FHD Touch /Win10 Pro/Xám bạc)	Laptop Dell	Intel Core i7 10610U	8GB	512GB SSD	Onboard	15 inch FHD cảm ứng	55539000	54529000
Laptop Dell Inspiron 5402 (P130G002N5402A) (i5 1135G7 8GB RAM/512GB SSD/14.0 inch FHD/Win10/Bạc)	Laptop Dell	Intel Core i5 1135G7	8GB	512GB SSD	Intel Iris Xe	14 inch FHD	21719000	21209000
Laptop Dell Inspiron 5402 (70243201) (i7 1165G7 8GB RAM/512GB SSD/MX330 2G/14.0 inch FHD/Win10/Bạc)	Laptop Dell	Intel Core i7 1165G7	8GB	512GB SSD	Nvidia MX330 2GB	14 inch FHD	26559000	26049000
Laptop Lenovo Thinkpad X1 Fold Gen 1 (i5 /8GB RAM/512GB SSD/13.3 WXGA/Win Pro/Đen/5G)	Laptop Lenovo	Intel Core i5	8GB	512GB SSD	Onboard	13.3 WXGA	60599000	60599000
"Microsoft Surface Pro 7 Plus (i5 1135G7/16GB RAM/256GB SSD/12.3""/Win10/Đen)(Bảo hành tại HACOM)"	Microsoft Surface	Intel Core i5 1135G7	16GB	256GB SSD	Onboard	12.3 inch	46459000	44439000
"Microsoft Surface Pro 7 Plus (i5 1135G7/16GB RAM/256GB SSD/12.3""/Win10/Bạc)(Bảo hành tại HACOM)"	Microsoft Surface	Intel Core i5 1135G7	16GB	256GB SSD	Onboard	12.3 inch	46459000	44439000
"Microsoft Surface Pro 7 Plus (i7 1165G7/16GB RAM/512GB SSD/12.3""/Win10/Đen)(Bảo hành tại HACOM)"	Microsoft Surface	Intel Core i7 1165G7	16GB	512GB SSD	Onboard	12.3 inch	60599000	52999000
"Microsoft Surface Pro 7 Plus (i7 1165G7/16GB RAM/512GB SSD/12.3""/Win10/Bạc)(Bảo hành tại HACOM)"	Microsoft Surface	Intel Core i5 1135G7	16GB	512GB SSD	Onboard	12.3 inch	60599000	52999000
"Microsoft Surface Pro 7 Plus (i7 1165G7/16GB RAM/1TB SSD/12.3""/Win10/Bạc)(Bảo hành tại HACOM)"	Microsoft Surface	Intel Core i7 1165G7	16GB	1TB SSD	Onboard	12.3 inch	70699000	67999000
"Microsoft Surface Pro 7 Plus (1S3-00001)(i5 1135G7/8GB RAM/256GB SSD/12.3""/Win10/Bạc/LTE)(Bảo hành tại HACOM)"	Microsoft Surface	Intel Core i5 1135G7	8GB	256GB SSD	Onboard	12.3 inch	48479000	39999000
"Microsoft Surface Pro 7 Plus (1S4-00011)(i5 1135G7/16GB RAM/256GB SSD/12.3""/Win10/Bạc/LTE)(Bảo hành tại HACOM)"	Microsoft Surface	Intel Core i5 1135G7	16GB	256GB SSD	Onboard	12.3 inch	55549000	49999000
Laptop LG Gram 17ZD90P-G.AX71A5 (i7 1165G7/16GB/256GB SSD/17.0/Dos/Trắng)	Laptop LG						None	41999000
Laptop LG Gram 17Z90P-G.AH78A5 (i7 1165G7/16GB/1TB SSD/17.0/Win10/Đen)	Laptop LG						None	51999000
Laptop Asus VivoBook M513UA-EJ033T (R7 5700U/2*4GB RAM/512GB SSD/15.6 FHD/Win 10/Bạc)	Laptop Asus	AMD R7 5700U	8GB (Nâng cấp thay thé)	512GB SSD (Có slot gắn ổ 2,5)	Onboard	15.6 inch FHD	19189000	18989000
Laptop HP ProBook 430 G8 (2Z6E9PA) (i5 1135G7/4GB RAM/256GB SSD /13.3 FHD/FP/DOS/Bạc)	Laptop HP	Intel Core i5 1135G7	4GB (còn 1 khe ram trống)	256GB SSD(không còn khe trống, nâng cấp thay thế)	Onboard	13.3 inch FHD	19699000	18689000
Laptop Asus ZenBook UX482EG-KA166T (i5 1135G7/8GB RAM/512B SSD/14 FHD Cảm ứng/MX450 2Gb/Win10/Bút/Túi/Xanh)	Laptop Asus	Intel Core i5 1135G7	8GB	512GB SSD	NVIDIA MX450 2Gb	14 inch FHD Cảm ứng	35349000	34849000
Laptop Asus ZenBook UX482EG-KA099T (i7 1165G7/16GB RAM/1TB SSD/14 FHD Cảm ứng/MX450 2Gb/Win10/Bút/Túi/Xanh)	Laptop Asus	Intel Core i7 1165G7	16GB	1TB SSD	NVIDIA MX450 2Gb	14 inch FHD Cảm ứng	42419000	41999000
Laptop HP ProBook 430 G8 (2H0N8PA) (i5 1135G7/8GB RAM/256GB SSD /13.3 FHD/FP/Win/Bạc)	Laptop HP	Intel Core i5 1135G7	8GB	256GB SSD(không còn khe trống, nâng cấp thay thế)	Onboard	13.3 inch FHD	20709000	20199000
Laptop HP ProBook 430 G8 (2H0N7PA) (i5 1135G7/4GB RAM/512GB SSD /13.3 FHD/FP/Win/Bạc)	Laptop HP	Intel Core i5 1135G7	4GB (còn 1 khe ram trống)	512GB SSD (không còn khe trống, nâng cấp thay thế)	Onboard	13.3 inch FHD	20909000	19899000
Laptop HP ProBook 440 G8 (2Z6J3PA) (i5 1135G7/8GB RAM/256GB SSD /14 FHD/FP/Dos/Bạc)	Laptop HP	Intel Core i5 1135G7	8GB	256GB SSD	Onboard	14 inch FHD	20199000	19399000
Laptop MSI Modern 14 (B4M-290VN) (R3 4300U/8GB RAM/256GB SSD/14.0inch FHD/Win10/Xám)	Laptop MSI	AMD R3 4300U	8GB	256GB SSD	Onboard	14 inch FHD	None	14139000
Laptop HP EliteBook X360 1030 G8 (3G1C4PA) (Core i7 1165G7/16GB RAM/512GB SSD/13.3 FHD Touch/Win10 Pro/Bút/Bạc)	Laptop HP	Intel Core i7 1165G7	16GB	512GB SSD	Onboard	13.3 FHD Touch	49799000	49999000
Laptop HP EliteBook X360 1040 G8 (3G1H4PA) (Core i7 1165G7/16GB RAM/512GB SSD/14 FHD Touch/Win10 Pro/Bút/Bạc)	Laptop HP	Intel Core i7 1165G7	16GB	512GB SSD	Onboard	14 FHD Touch	50099000	49999000
Laptop Asus ZenBook UX425EA-KI439T (i7 1165G7/16GB RAM/512GB SSD/14 FHD/Win10/Xám)	Laptop Asus	Intel Core i7 1165G7	16GB	512GB SSD	Onboard	14 inch FHD	31009000	29999000
Laptop Dell Inspiron 5405 (VK0MC1) (R7 4700U 8GB RAM/512GB SSD/14 inch FHD/Win10/Bạc)	Laptop Dell	AMD R7 4700U	8GB	512GB SSD	Onboard	14 inch FHD	22719000	22209000
Laptop Asus VivoBook S S533EA-BN293T (i5 1135G7/8GB RAM/512GB SSD/15.6 FHD/Win10/Đen)	Laptop Asus	Intel Core i5 1135G7	8GB	512GB SSD	onboard	15.6 inch FHD	20609000	19999000
Laptop Asus VivoBook S15 S533EQ-BN338T (i5 1135G7/8GB RAM/512GB SSD/15.6 FHD/MX350 2GB/Win10/Đen)	Laptop Asus	Intel Core i5 1135G7	8GB	512GB SSD	MX350 2GB	15.6 inch FHD	23199000	22199000
Laptop Gigabyte Gaming G5 (KC-5S11130SH) (i5 10500H /16GB Ram/512GB SSD/RTX3060 6G/15.6 inch FHD 144Hz/Win 10/Đen) (2021)	Laptop Gigabyte	Intel Core i5 10500H	16GB	512GB SSD	NVIDIA RTX3060 6G	15.6 inch FHD 144Hz	33319000	29499000
Laptop Gigabyte Gaming G7 (MD-71S1223SH) (i7 11800H /16GB Ram/512GB SSD/RTX3050Ti 4G/17.3 inch FHD 144Hz/Win 10/Đen) (2021)	Laptop Gigabyte	Intel Core i7 11800H	16GB	512GB SSD	NVIDIA RTX3050Ti 4G	17.3 inch FHD 144Hz	None	32989000
Laptop Gigabyte Gaming AORUS 15P (XD-73S1224GH) (i7 11800H /16GB Ram/1TB SSD/RTX3070 8G/15.6 inch FHD 240Hz/Win 10/Đen/Balo Aorus) (2021)	Laptop Gigabyte	Intel Core i7 11800H	16GB	1TB SSD	NVIDIA RTX3070 8G	15.6 inch FHD 240Hz	None	52999000
Laptop Gigabyte Gaming AORUS 15P (KD-72S1223GH) (i7 11800H /16GB Ram/512GB SSD/RTX3060 6G/15.6 inch FHD 240Hz/Win 10/Đen/Balo Aorus) (2021)	Laptop Gigabyte	Intel Core i7 11800H	16GB	512GB SSD	NVIDIA RTX3060 6G	15.6 inch FHD 240Hz	None	44699000
Laptop Gigabyte Gaming AERO 15 OLED (YD-73S1624GH) (i7 11800H /16GB Ram/1TB SSD/RTX3080 8G/15.6 inch UHD AMOLED/Win 10/Đen/Balo Aorus) (2021)	Laptop Gigabyte	Intel Core i7 11800H	16GB	1TB SSD	NVIDIA RTX3080 8G	15.6 inch UHD AMOLED	None	76989000
Laptop Gigabyte Gaming AERO 15 OLED (XD-73S1624GH) (i7 11800H /16GB Ram/1TB SSD/RTX3070 8G/15.6 inch UHD AMOLED/Win 10/Đen/Balo Aorus) (2021)	Laptop Gigabyte	Intel Core i7 11800H	16GB	1TB SSD	NVIDIA RTX3070 8G	15.6 inch UHD AMOLED	None	59989000
Laptop MSI Gaming GL76 Leopard (11UEK-048VN) (i7 11800H/ 16GB/1TB SSD/RTX3060 6G/17.3 inch FHD 144Hz/win 10) (2021)	Laptop MSI	Intel Core i7 11800H	16GB	1TB SSD	NVIDIA RTX3060 6G	17.3 inch FHD 144Hz	None	44429000
Laptop MSI Modern 15 (A5M-047VN) (R7 5700U/8GB RAM/512GB SSD/15.6 inch FHD/Win10/Xám) (2021)	Laptop MSI	AMD R7 5700U	8GB	512GB SSD	Onboard	15.6 inch FHD	20509000	19989000
Laptop MSI Summit E16 Flip (A11UCT-030VN) (i7 1195G7/16GB RAM/1TB SSD/16.0 inch QHD Touch/RTX 3050 4G/Win10/Bút MSI/Đen) (2021)	Laptop MSI	Intel Core i7 1195G7	16GB	1TB SSD	Nvidia RTX 3050 4G	16.0 inch QHD cảm ứng + bút MSI	47199000	46699000
Laptop HP 15s-fq2558TU (46M26PA) (i7 1165G7/8GB RAM/512GB SSD/15.6 HD/Win10/Bạc)	Laptop HP	Intel Core i7 1165G7	8GB	512GB SSD	Onboard	15.6 inch HD	None	19499000
Laptop Dell Latitude 3420 (42LT342001) (i3 1115G4 4GB RAM/256GB SSD/14.0 inch HD/Fedora/Đen) (2021)	Laptop Dell	Intel Core i3 1115G4	4GB	256GB SSD	Onboard	14.0 inch HD	15139000	14339000
Laptop HP 240 G8 (3D0E3PA) (i5 1135G7/4GB RAM/256GB SSD/14 FHD/Dos/Bạc)	Laptop HP	Intel Core i5 1135G7	4GB (còn 1 khe trống)	256GB SSD (có slot gắn ổ 2.5)	Onboard	14.0 inch FHD	16259000	15959000
Laptop Asus D515DA-EJ711T (R3 3250U/4GB RAM/512GB SSD/15.6 FHD/Win 10/Bạc)	Laptop Asus	AMD R3 3250U	4GB	512GB SSD	Onboard	15.6 inch FHD	12829000	12729000
Laptop Asus ExpertBook B9 B9400CEA-KC0558T (i5 1135G7/8GB RAM/512GB SSD/14 FHD/Win10/Đen/Túi)	Laptop Asus	Intel Core i5 1135G7	8GB	512GB SSD	Onboard	"14"" FHD"	29289000	28999000
Laptop Asus ExpertBook B9 B9400CEA-KC0593T (i7 1165G7/16GB RAM/1TB SSD/14 FHD/Win10/Đen/Túi)	Laptop Asus	Intel Core i7 1165G7	16GB	1TB SSD	Onboard	"14"" FHD"	36869000	36499000
Laptop Acer Gaming Nitro 5 Eagle AN515-57-74RD (NH.QD8SV.001) (i7 11800H/8GB Ram/512GB SSD/RTX3050 4G/15.6 inch FHD 144Hz/Win 10/Đen) (2021)	Laptop Acer	Intel core i7 11800H	8GB	512GB SSD	NVIDIA RTX3050 4G	15.6 inch FHD 144Hz	None	27499000
Laptop Lenovo Legion 5-15ACH6 (82JW0038VN) (R7 5800H/8GB RAM/512GB SSD/15.6 FHD 165hz /RTX3050 4G/Win/Xanh)	Laptop Lenovo	AMD R7 5800H	8GB	512GB SSD	Nvidia RTX3050 4G	15.6 FHD 165hz	31309000	29999000
Laptop Lenovo Legion 5-15ACH6 (82JW0037VN) (R5 5600H/8GB RAM/512GB SSD/15.6 FHD 165hz/RTX3050 4G/Win/Xanh)	Laptop Lenovo	AMD R5 5600H	8GB	512GB SSD	Nvidia RTX3050 4G	15.6 FHD 165hz	29289000	27999000
Laptop Asus X415EA-EB265T (i5 1135G7/4GB RAM/512GB SSD/14 FHD/Win 10/Bạc)	Laptop Asus	Intel Core i5 1135G7	4GB	512GB SSD	Onboard	14 inch FHD	17379000	17199000
Laptop Lenovo IdeaPad 3 14ALC6 (82KT004DVN) (R7 5700U/2*4GB RAM/512GB SSD/14 FHD/Win10/Xám)	Laptop Lenovo	AMD R7 5700U	8GB (2*4GB)	512GB SSD	Onboard	14 inch FHD	17169000	16569000
Laptop Acer Gaming Predator Helios 300 PH315-54-78W5 (NH.QC5SV.001) (i7 11800H/8GB Ram/512GB SSD/RTX3050Ti 4G/15.6 inch FHD 144Hz/Win 10/Đen) (2021)	Laptop Acer	Intel Core i7 11800H	8GB	512GB SSD	Nvidia RTX3050Ti 4G	15.6 inch FHD 144Hz	None	33989000
Laptop Asus D415DA-EK482T (R3 3250U/4GB RAM/512GB SSD/14 FHD/Win 10/Bạc)	Laptop Asus	AMD R3 3250U	4GB (còn 1 khe ram trống)	512 GB SSD (nâg cấp thay thế)	Onboard	14 inch FHD	12999000	12949000
Laptop Asus X415EA-EB266T (i5 1135G7/4GB RAM/512GB SSD/14 FHD/Win 10/Xám)	Laptop Asus	Intel Core i5 1135G7	4GB	512GB SSD	Onboard	14 inch FHD	17599000	17499000
Laptop Dell Vostro 5410 (V4I5014W) (i5 11300H/8GB RAM/ 512GB SSD/14.0 inch FHD/Win 10/Xám)	Laptop Dell	Intel Core i5 11300H	8GB (còn trống 1 khe)	512GB SSD (không có khe trống, nâng cấp thay thế)	Onboard	14 inch FHD	22919000	22719000
Laptop HP 15s-fq2561TU (46M29PA) (i5 1135G7/8GB RAM/512GB SSD/15.6 HD/Win10/Bạc)	Laptop HP	Intel Core i5 1135G7	8GB	512GB SSD	Onboard	15.6 inch HD	19499000	17599000
Laptop Asus X515EA-EJ1046T (i5 1135G7/8GB RAM/512GB SSD/15.6 FHD/Win 10/Bạc)	Laptop Asus	Intel core i5 1135G7	8GB	512GB SSD	Onboard	15.6 inch FHD	18049000	17999000
Laptop HP 240 G8 (3D3H7PA) (i5 1135G7/8GB RAM/512GB SSD/14 FHD/FP/Win10/Bạc)	Laptop HP	Intel Core i5 1135G7	8GB (Còn 1 khe ram trống)	512GB SSD (có slot gắn ổ 2.5)	Onboard	14.0 inch FHD	19999000	19499000
Laptop MSI Modern 14 (B11SB-625VN) (i5-1155G7/8GB RAM/512GBSSD/MX450 2GB/14 inch FHD 72% NTSC/Win 10/Vàng Hồng)	Laptop MSI	Intel Core i5-1155G7	8GB (update thay thế)	512GB SSD (Update thay thế)	Nvidia MX450 2GB	14.0inch FHD 72% NTSC	23219000	22719000
Laptop MSI Modern 14 (B11MO-294VN) (i7 1165G7/8GB RAM/512GB SSD/14.0inch FHD 72% NTSC/Win10/Xanh)	Laptop MSI	Intel Core i7 1165G7	8GB (Còn 1 khe trống)	512GB SSD (update thay thế)	Onboard	14.0inch FHD 72% NTSC	22499000	21989000
Laptop Dell Latitude 3520 (70251592) (i5 1135G7 4GB RAM/256GBSSD/15.6 inch FHD/Fedora/Đen) (2021)	Laptop Dell	Intel Core i5 1135G7	4GB	256GB SSD	Onboard	15.6 inch FHD	19989000	18789000
Laptop Dell Latitude 5420 (70251602) (i5 1145G7 8GB RAM/256GB SSD/14.0 inch FHD/Ubuntu/Đen) (2021)	Laptop Dell	Intel Core i5 1145G7	8GB	256GB SSD	Onboard	14.0 inch FHD	24989000	24289000
Laptop Asus VivoBook A415EA-EB557T (i3 1115G4/8Gb/256Gb SSD/14 FHD/Win 10/Bạc)	Laptop Asus	Intel Core i3 1115G4	8GB onboard (không thể nâng cấp)	256Gb SSD (không có khe trống, nâng cấp thay thế)	Onboard	14 inch FHD	15699000	15399000
Laptop Asus VivoBook A415EA-EB558T (i3 1115G4/8Gb/256Gb SSD/14 FHD/Win 10/Vàng)	Laptop Asus	Intel Core i3 1115G4	8GB	256Gb SSD	Onboard	14 inch FHD	15699000	15399000
Laptop Asus D415DA-EK852T (R3 3250U/4GB RAM/512GB SSD/14 FHD/Win 10/Bạc)	Laptop Asus	AMD R3 3250U	4GB (còn 1 khe ram trống)	512 GB SSD (nâg cấp thay thế)	Onboard	14 inch FHD	13099000	12999000
Laptop Asus VivoBook TP470EA-EC029T (i5 1135G7/8GB RAM/512GB SSD/14 FHD Touch/Win10/Xoay/Bút/Bạc)	Laptop Asus	Intel Core i5 1135G7	8GB	512GB SSD	Onboard	14 inch FHD cảm ứng	20099000	19999000
Laptop Asus VivoBook M513IA-EJ735T (R3 4300U/8GB RAM/256GB SSD/15.6 FHD/Win 10/Bạc)	Laptop Asus	AMD R3 4300U	8GB (Nâng cấp thay thé)	256GB SSD (Có slot gắn ổ 2,5)	Onboard	15.6 inch FHD	15199000	15099000
Laptop Lenovo Legion 5 15ACH6H (82JU00DGVN) (R7 5800H/8GB RAM/512GB SSD/15.6FHD 165Hz/RTX3060 6GB/Win/Trắng)	Laptop Lenovo	AMD R7 5800H	8GB	512GB SSD	Nvidia RTX3060 6GB	15.6 FHD 165hz	35999000	34999000
Laptop Lenovo Legion 5 15ACH6H (82JU00EXVN) (R5 5600H/8GB RAM/512GB SSD/15.6FHD 165Hz/RTX3060 6GB/Win/Trắng)	Laptop Lenovo	AMD R5 5600H	8GB	512GB SSD	Nvidia RTX3060 6GB	15.6 FHD 165hz	33999000	32999000
