Name,Producer,CPU,Ram,Type disk,Capacity,Type GPU,VRAM,Size Display,Relu Display,Price
surface laptop go (thh-00024) (i5 1035g1/8gb ram/128gb ssd/12.4 c?m ?ng/win 10/xanh)(b?o hành t?i hacom),laptop,I5,8,1,128,0,0,12.4,1920x1080,21619000
surface laptop go (thh-00001)(i5 1035g1/8gb ram/128gb ssd/12.4 c?m ?ng/win 10/b?c)(b?o hành t?i hacom),laptop,I5,8,1,128,0,0,12.4,1920x1080,21619000
surface laptop go (thj-00035) (i5 1035g1/8gb ram/256gb ssd/12.4 c?m ?ng/win 10/vàng)(b?o hành t?i hacom),laptop,I5,8,1,256,0,0,12.4,1920x1080,24384000
surface laptop go (thj-00001)(i5 1035g1/8gb ram/256gb ssd/12.4 c?m ?ng/win 10/b?c)(b?o hành t?i hacom),laptop,I5,8,1,256,0,0,12.4,1920x1080,24384000
surface laptop go (thj-00024)(i5 1035g1/8gb ram/256gb ssd/12.4 c?m ?ng/win 10/xanh)(b?o hành t?i hacom),laptop,I5,8,1,256,0,0,12.4,1920x1080,24384000
laptop hp envy 13-ba1030tu (2k0b6pa) (i7 1165g7/8gb ram/512gb ssd/13.3 inch fhd/fp/win10/office/vàng),hp,I7,8,1,512,0,0,13.3,1920x1080,30199000
laptop msi prestige 14 evo a11m 089vn (i7 1185g7/16gb ram/512gbssd/14.0 inch fhd/win10/xám),msi,I7,16,1,512,0,0,14,1920x1080,29644000
laptop msi gaming bravo 15 a4dcr (270vn) (r5-4600h/8gb ram/256gbssd/rx 5300 3gb/15.6 inch fhd 144hz/win 10/?en) (2020),msi,R5,8,1,256,0,0,15.6,1920x1080,19184000
laptop acer aspire 5 a515-56-54pk (nx.a1gsv.002) (i5 1135g7/8gb ram/512gb ssd/15.6 inch fhd/win10/b?c),acer,I5,8,1,512,0,0,15.6,1920x1080,18389000
laptop acer aspire 5 a514-54-540f (nx.a28sv.005) (i5 1135g7/8gb ram/512gb ssd/14.0 inch fhd/win10/b?c),acer,I5,8,1,512,0,0,14,1920x1080,18584000
laptop dell vostro 3405 (v4r53500u001w) (r5 3500u 4gb ram/256gb ssd/14.0 inch fhd/win10/?en),dell,R5,4,1,256,0,0,14,1920x1080,15749000
laptop dell vostro 3405 (v4r53500u003w) (r5 3500u 8gb ram/512gb ssd/14.0 inch fhd/win10/?en),dell,R5,8,1,512,0,0,14,1920x1080,17599000
laptop dell inspiron 7306 (n3i5202w) (i5 1135g7 8gb ram/512gb ssd/13.3 inch fhd 300nits touch/bút c?m ?ng/win10/?en),dell,I5,8,1,512,0,0,13.3,1920x1080,27519000
apple macbook air 13 (mgn63sa/a) (apple m1/8gb ram/256gb ssd/13.3 inch ips/mac os/xám) (new),macbook,M1,8,1,256,0,0,13.3,2560x1600,26479000
apple macbook air 13 (mgn93sa/a) (apple m1/8gb ram/256gb ssd/13.3 inch ips/mac os/b?c) (new),macbook,M1,8,1,256,0,0,13.3,2560x1600,26479000
apple macbook air 13 (mgnd3sa/a) (apple m1/8gb ram/256gb ssd/13.3 inch ips/mac os/vàng) (new),macbook,M1,8,1,256,0,0,13.3,2560x1600,26479000
apple macbook air 13 (mgn73sa/a) (apple m1/8gb ram/512gb ssd/13.3 inch ips/mac os/xám) (new),macbook,M1,8,1,512,0,0,13.3,2560x1600,33319000
apple macbook pro 13 touchbar (myd82sa/a) (apple m1/8gb ram/256gb ssd/13.3 inch ips/mac os/xám) (new),macbook,M1,8,1,256,0,0,13.3,2560x1600,34164000
apple macbook pro 13 touchbar (myd92sa/a) (apple m1/8gb ram/512gb ssd/13.3 inch ips/mac os/xám) (new),macbook,M1,8,1,512,0,0,13.3,2560x1600,39229000
apple macbook pro 13 touchbar (mydc2sa/a) (apple m1/8gb ram/512gb ssd/13.3 inch ips/mac os/b?c) (new),macbook,M1,8,1,512,0,0,13.3,2560x1600,39229000
laptop dell inspiron n7306 (p125g002n7306a) (i7 1165g7 16gb ram/512gb ssd/13.3 inch uhd touch/bút c?m ?ng/win10/?en),dell,I7,16,1,512,0,0,13.3,1920x1080,34419000
laptop dell vostro 5402 (70231338) (i7 1165g7 16gbram/512gb ssd/mx330 2g/14.0 inch fhd/win10/xám),dell,I7,16,1,512,1,2,14,1920x1080,27634000
laptop dell inspiron 3505 (y1n1t1) (r3 3250u 8gb ram/256gb ssd/15.6 inch fhd/win10/?en),dell,R3,8,1,256,0,0,15.6,1920x1080,14844000
laptop dell inspiron 5301 (7023601) (i7 1165g7 8gbram/512gb ssd/mx350 2g/13.3 inch fhd/win10/b?c),dell,I7,8,1,512,0,0,13.3,1920x1080,26639000
laptop lenovo yoga slim 7 14itl05 (82a3002qvn) (i5 1135g7/8gb ram/512gb ssd/14 fhd/win/xanh rêu),lenovo,I5,8,1,512,0,0,14,1920x1080,23369000
laptop hp probook 450 g8 (2h0y1pa) (i7 1165g7/16gb ram/512gb ssd /15.6 fhd/mx450 2gb/win/b?c),hp,I7,16,1,512,0,0,15.6,1920x1080,31749000
laptop dell vostro 3405 (70227396) (r7 3700u 8gb ram/512gb ssd/14.0 inch fhd/win10/?en),dell,R7,8,1,512,0,0,14,1920x1080,18139000
laptop acer aspire a315-57g-524z (nx.hzrsv.009) (i5 1035g1/8gbram/512gb ssd/mx330 2g/15.6 inch fhd/ win 10/?en),acer,I5,8,1,512,0,0,15.6,1920x1080,17249000
laptop dell vostro 5301 (v3i7129w) (i7 1165g7 8gbram/512gb ssd/mx350 2g/13.3 inch fhd/win10/xám),dell,I7,8,1,512,0,0,13.3,1920x1080,26504000
laptop dell inspiron 7501 (n5i5012w) (i5 10300h/8gb ram/ 512gb ssd/gtx1650ti 4g/15.6fhd/win 10/b?c),dell,I5,8,1,512,1,0,15.6,1920x1080,29029000
laptop dell inspiron 5406 (n4i5047w) (i5 1135g7/8gb ram/ 512gb ssd/mx330 2g/14.0fhd touch/win 10/xám),dell,I5,8,1,512,1,2,14,1920x1080,24799000
laptop dell inspiron 5406 (tycjn1) (i7 1165g7/8gb ram/ 512gb ssd/mx330 2g/14.0fhd touch/win 10/xám),dell,I7,8,1,512,1,2,14,1920x1080,30799000
laptop acer aspire a315-57g-31yd (nx.hzrsv.008) (i3 1005g1/4gb ram/256gb ssd/mx330 2g/15.6 inch fhd/win 10/?en),acer,I3,4,1,256,0,0,15.6,1920x1080,13749000
laptop lenovo thinkbook 13s gen2-itl (20v9002gvn) (i7 1165g7/8gb ram/512gb ssd/13.3 fhd/win/xám),lenovo,I7,8,1,512,0,0,13.3,1920x1080,26249000
laptop acer aspire a315-56-502x (nx.hs5sv.00f) (i5 1035g1/4gbram/256gb ssd/15.6 inch fhd ips/ win 10/?en),acer,I5,4,1,256,0,0,15.6,1920x1080,14389000
laptop asus vivobook s433ea-am439t (i5 1135g7/8gb ram/512gb ssd/14 fhd/win10/numpad/?en),asus,I5,8,1,512,0,0,14,1920x1080,20099000
laptop avita liber v14b (ns14b8vnr571-cgb) (i7 10510u/8gb ram/1tb ssd/14.0 inch fhd/win10/vàng),avita,I7,8,1,1024,0,0,14,1920x1080,21109000
laptop dell vostro 3400 (70235020) (i3 1115g4/8gb ram/256gb ssd/14.0 inch fhd/win10/?en),dell,I3,8,1,256,0,0,14,1920x1080,15689000
laptop dell vostro 15 3500 (7g3981) (i5 1135g7/8gb ram/256gb ssd/15.6 inch fhd/win10/?en),dell,I5,8,1,256,0,0,15.6,1920x1080,20039000
laptop dell vostro 3500 (7g3982) (i7 1165g7/8gb ram/512gb ssd/mx330 2g/15.6 inch fhd/win10/?en),dell,I7,8,1,512,1,2,15.6,1920x1080,24749000
laptop dell vostro 3400 ((yx51w2) (i5 1135g7/8gb ram/256gb ssd/mx330 2g/14.0 inch fhd/win10/?en),dell,I5,8,1,256,1,2,14,1920x1080,21749000
laptop hp spectre x360 convertible 13-aw2101tu (2k0b8pa) (i7 1165g7/16gb ram/1tb ssd+32gb ssd/13.3 uhd touch/bút/win10),hp,I7,16,1,1,0,0,13.3,1920x1080,49749000
laptop dell inspiron 3501 (70234074) (i5 1135g7 8gbram/512gb ssd/mx330 2g/15.6 inch fhd/win10/?en),dell,I5,8,1,512,1,2,15.6,1920x1080,21754000
laptop dell inspiron 3501(70234075) (i7 1165g7 8gb ram/512gb ssd/mx330 2g/15.6 inch fhd/win10/?en),dell,I7,8,1,512,1,2,15.6,1920x1080,24869000
laptop dell vostro 15 3500 (p90f006v3500a) (i5 1135g7/4gb ram/256gb ssd/mx330 2g/15.6 inch fhd/win10/?en),dell,I5,4,1,256,1,2,15.6,1920x1080,19449000
laptop dell vostro 15 3500 (p90f006v3500b) (i5 1135g7/8gb ram/256gb ssd/mx330 2g/15.6 inch fhd/win10/?en),dell,I5,8,1,256,1,2,15.6,1920x1080,20699000
laptop asus gaming tuf fx506lh-hn002t (i5 10300h/8gb ram/512gb ssd/15.6 fhd 144hz /gtx 1650 4gb/win10/xám),asus,I5,8,1,512,1,4,15.6,1920x1080,22499000
laptop msi gaming gf65 thin (10ue-228vn) ( i7 10750h 16gb ram/512gbssd/rtx 3060 6g/15.6 inch fhd 144hz/win10/?en/ba lô),msi,I7,16,1,512,1,6,15.6,1920x1080,33154000
laptop msi gaming gf63 10sc (020vn) (i7 10750h/8gb ram/512gbssd/gtx1650 4g ddr6/15.6 inch fhd 144hz/win10),msi,I7,8,1,512,1,4,15.6,1920x1080,23144000
laptop msi creator 15 (a10sdt-483vn) (i7 10750h 16gb ram/512gb ssd/gtx1660ti 6g/15.6 inch fhd touch/win 10/xám),msi,I7,16,1,512,1,0,15.6,1920x1080,40899000
apple macbook air 13 (z124000de) (apple m1/16gb ram/256gb ssd/13.3 inch ips/mac os/xám),macbook,M1,16,1,256,0,0,13.3,2560x1600,32919000
apple macbook air 13 (z127000de) (apple m1/16gb ram/256gb ssd/13.3 inch ips/mac os/b?c),macbook,M1,16,1,256,0,0,13.3,2560x1600,32919000
apple macbook air 13 (z12a0004z) (apple m1/16gb ram/256gb ssd/13.3 inch ips/mac os/vàng),macbook,M1,16,1,256,0,0,13.3,2560x1600,32919000
apple macbook pro 13 touchbar (z11b000ct) (apple m1/16gb ram/256gb ssd/13.3 inch ips/mac os/xám),macbook,M1,16,1,256,0,0,13.3,2560x1600,40699000
apple macbook pro 13 touchbar (z11d000e5) (apple m1/16gb ram/256gb ssd/13.3 inch ips/mac os/b?c),macbook,M1,16,1,256,0,0,13.3,2560x1600,40699000
apple macbook pro 13 touchbar (z11c000ch) (apple m1/16gb ram/512gb ssd/13.3 inch ips/mac os/xám),macbook,M1,16,1,256,0,0,13.3,2560x1600,45944000
apple macbook pro 13 touchbar (z11f000cf/z11d000e7) (apple m1/16gb ram/512gb ssd/13.3 inch ips/mac os/b?c),macbook,M1,16,1,512,0,0,13.3,2560x1600,45944000
laptop lenovo legion 5 pro 16ach6h (82jq001vvn) (r7 5800h/16gb ram/512gb ssd/16wxga 165hz/rtx3060 6g/win/xám),lenovo,R7,16,1,512,1,0,16,1920x1080,43569000
laptop lenovo legion 5 pro 16ach6h (82jq005yvn) (r7 5800h/16gb ram/1tb ssd/16 165hz/rtx3070 8gb/win/xám),lenovo,R7,16,1,1024,1,8,16,1920x1080,49949000
laptop asus gaming rog strix g533qm-hf089t (ryzen 9 5900hx/2*8gb ram/1tb ssd/15.6 fhd 300hz/rtx 3060 6gb/win10/balo/chu?t/?en),asus,R9,16,1,1024,1,6,15.6,1920x1080,48249000
laptop  acer aspire 3 a315-56-37dv (nx.hs5sv.001) (i3 1005g1/4gb ram/256gb ssd/15.6 inch fhd/win 10/?en),,I3,4,1,256,0,0,15.6,1920x1080,12699000
laptop acer gaming nitro 5 an515-45-r3sm (nh.qbmsv.005) (ryzen 5 5600h /8gb ram/512gb ssd/gtx1650 4g/15.6 inch fhd 144hz/win 10/?en) (2021),acer,R5,8,1,512,1,0,15.6,1920x1080,23394000
laptop acer gaming nitro 5 an515-45-r9sc (nh.qbrsv.001) (ryzen 7 5800h /8gb ram/512gb ssd/rtx3070 8g/15.6 inch fhd 144hz/win 10/?en) (2021),acer,R7,8,1,512,1,0,15.6,1920x1080,39244000
"microsoft surface pro 7 plus (1n9-000011/1n9-00006) (i5 1135g7/8gb ram/128gb ssd/12.3""/win10/b?c)(b?o hành t?i hacom)",surface,I5,8,1,128,0,0,12.3,1920x1080,27699000
laptop asus vivobook tm470ea-ec029t(i5 1135g7/8gb ram/512gb ssd/14 fhd touch/win10/xoay/b?c),asus,I5,8,1,512,0,0,14,1920x1080,18694000
laptop dell inspiron 5406 2 in 1 (70232602) (i5 1135g7/8gb ram/ 512gb ssd/14.0 inch fhd touch/win 10/xám),dell,I5,8,1,512,0,0,14,1920x1080,23374000
"microsoft surface pro 7 plus (1nc-00021)(i7 1165g7/16gb ram/256gb ssd/12.3""/win10/?en)(b?o hành t?i hacom)",surface,I7,16,1,256,0,0,12.3,1920x1080,45739000
"microsoft surface pro 7 plus (1nc-00001/1nc-00006)(i7 1165g7/16gb ram/256gb ssd/12.3""/win10/b?c)(b?o hành t?i hacom)",surface,I7,16,1,256,0,0,12.3,1920x1080,44739000
"microsoft surface pro 7 plus (1s2-00008/1s2-00011)(i5 1135g7/8gb ram/128gb ssd/12.3""/win10/b?c/lte)(b?o hành t?i hacom)",surface,I5,8,1,128,0,0,12.3,1920x1080,37194000
laptop acer swift 3 sf313-53-518y (nx.a4jsv.003) (i5-1135g7/16gb ram/512gb ssd/13.5 inch qhd/win10/b?c),acer,I5,16,1,512,0,0,13.5,1920x1080,23364000
laptop asus gaming rog strix g533qr-hq098t (ryzen 9 5900hx/2*8gb ram/1tb ssd/15.6 wqhd 165hz/rtx 3070 8gb/win10/balo/chu?t/?en),asus,R9,16,1,1024,1,8,15.6,1920x1080,57799000
laptop asus gaming rog strix g533qr-hf113t (ryzen 9 5900hx/2*8gb ram/1tb ssd/15.6 fhd 300hz/rtx 3070 8gb/win10/balo/chu?t/?en),asus,R9,16,1,1024,1,8,15.6,1920x1080,57799000
surface laptop 4 (spb-00001/5pb-00001)(r5 4680u/8gb ram/256gb ssd/13.5/win10/b?c)(b?o hành t?i hacom),laptop,R5,8,1,256,0,0,13.5,1920x1080,27389000
laptop asus gaming tuf fx516pe-hn005t (i7 11370h/8gb ram/512gb ssd/15.6 fhd 144hz/rtx 3050ti 4gb/win10/xám),asus,I7,8,1,512,1,4,15.6,1920x1080,29449000
laptop dell inspiron 3501 (70243203) (i5 1135g7 4gb ram/256gb ssd/mx330 2g/15.6 inch fhd/win10/?en),dell,I5,4,1,256,1,2,15.6,1920x1080,19149000
laptop msi gaming katana gf76 (11uc-096vn) (i7 11800h 8gb ram/512gb ssd/rtx3050 4gb/17.3 inch fhd 144hz/win10/?en) (2021),msi,I7,8,1,512,1,4,17.3,1920x1080,30244000
laptop hp probook 430 g8 (2h0p0pa) (i7 1165g7/8gb ram/512gb ssd /13.3 fhd/fp/win/b?c),hp,I7,8,1,512,0,0,13.3,2560x1600,25349000
laptop asus vivobook tp470ea-ec027t(i3 1115g4/4gb ram/512gb ssd/14 fhd touch/win10/xoay/b?c),asus,I3,4,1,512,0,0,14,1920x1080,16049000
laptop asus gaming tuf fa706iu-hx406t (r7 4800h/8gb ram/512gb ssd/17.3 fhd 144hz /gtx 1660ti 6gb/win10/xám/balo),asus,R7,8,1,512,1,6,17.3,1920x1080,28139000
máy tính xách tay msi gaming gp76 leopard (11ug-280vn) (i7 11800h/16gbram/1tb ssd/rtx3070 8g/17.3 inch fhd 240hz/win 10) (2021),msi,I7,16,1,1024,0,0,17.3,1920x1080,52739000
laptop asus gaming rog strix g713qm-k4183t (ryzen 9 5900hx/2*8gb ram/512b ssd/17.3 wqhd 165hz/rtx 3060 6gb/win10/balo/xám),asus,R9,16,1,512,1,6,17.3,1920x1080,43719000
laptop msi gaming bravo 15 (b5dd-028vn) (r7-5800h/8gb ram/512gb ssd/rx5500m 4gb/15.6 inch fhd 144hz/win 10/?en) (2021),msi,R7,8,1,512,0,0,15.6,1920x1080,12449500
laptop msi gaming bravo 15 (b5dd-027vn) (r5-5600h/8gb ram/512gb ssd/rx5500m 4gb/15.6 inch fhd 144hz/win 10/?en) (2021),msi,R5,8,1,512,0,0,15.6,1920x1080,10999500
laptop asus zenbook ux425ea-ki429t (i5 1135g7/8gb ram/512gb ssd/14 fhd/win10/xám),asus,I5,8,1,512,0,0,14,1920x1080,24474000
laptop dell inspiron 5505 (n5r74700u) (r7 4700u 8gb ram/512gb ssd/15.6 inch fhd/win10/b?c),dell,R7,8,1,512,0,0,15.6,1920x1080,22569000
laptop asus gaming tuf fx506hc-hn002t (i5 11400h/8gb ram/512gb ssd/15.6 fhd 144hz/rtx 3050 4gb/win10/xám),asus,I5,8,1,512,1,4,15.6,1920x1080,25624000
laptop gigabyte gaming g5 (md-5 51s1123sh) (i5 11400h /16gb ram/512gb ssd/rtx3050ti 4g/15.6 inch fhd 144hz/win 10/?en) (2021),gigabyte,I5,16,1,512,1,0,15.6,1920x1080,30849000
laptop gigabyte gaming aorus 15p (yd -73s1224gh) (i7 11800h /16gb ram/1tb ssd/rtx3080 8g/15.6 inch fhd 240hz/win 10/?en/balo aorus) (2021),gigabyte,I7,16,1,1024,1,0,15.6,1920x1080,36994500
laptop gigabyte gaming aero 15 oled (kd-72s1623gh) (i7 11800h /16gb ram/512gb ssd/rtx3060 6g/15.6 inch uhd amoled/win 10/?en/balo aorus) (2021),gigabyte,I7,16,1,512,1,0,15.6,1920x1080,24499500
laptop asus gaming rog strix g15 g513qc-hn015t (ryzen 7 5800h/8gb ram/512gb ssd/15.6 fhd 144hz/rtx 3050 4gb/win10/xám),asus,R7,8,1,512,0,0,15.6,1920x1080,29499000
laptop msi gaming ge76 raider 11uh (i9 11980hk/64gb ram/ 2tb ssd/rtx3080 16g/17.3 inch uhd 120hz/ win10) (2021),msi,I9,64,1,2048,1,0,17.3,1920x1080,54494500
laptop msi gaming ge66 raider (11uh-211vn) (i7 11800h/32gb ram/2tb ssd/rtx3080 16g/15.6 inch qhd 240hz/win10) (2021),msi,I7,32,1,2048,1,0,15.6,1920x1080,76999000
laptop msi gaming ge66 raider (11ug-210vn) (i7 11800h/16gb ram/2tb ssd/rtx3070 8g/15.6 inch fhd 300hz/win10) (2021),msi,I7,16,1,2048,1,0,15.6,1920x1080,30294500
laptop msi gaming gs66 stealth (11ug-210vn) (i7 11800h 32gb ram/2tb ssd/rtx3070 8g/15.6 inch fhd 300hz/win 10) (2021),msi,I7,32,1,2048,1,0,15.6,1920x1080,64499000
laptop msi modern 14 (b5m-014vn) (r5 5500u/8gb ram/512gb ssd/14.0 inch fhd/win10/xám) (2021),msi,R5,8,1,512,0,0,14,1920x1080,17089000
laptop msi modern 15 (a5m-048vn) (r5 5500u/8gb ram/512gb ssd/15.6 inch fhd/win10/xám) (2021),msi,R5,8,1,512,0,0,15.6,1920x1080,18129000
laptop msi summit e13 flip evo (a11mt-211vn) (i7 1185g7/16gb ram/1tb ssd/13.4 inch fhd touch/win10/bút msi/?en) (2021),msi,I7,16,1,1024,0,0,13.4,1920x1080,39649000
laptop dell latitude 3420 (42lt342002) (i5 1135g7 8gb ram/1tb hdd/14.0 inch hd/ubuntu/?en) (2021),dell,I5,8,0,1024,0,0,14,1920x1080,18834000
laptop hp 240 g8 (3d0a9pa) (i5 1135g7/8gb ram/256gb ssd/14 fhd/dos/b?c),hp,I5,8,1,256,0,0,14,1920x1080,16969000
laptop acer gaming nitro 5 eagle an515-57-51g6 (nh.qd8sv.002) (i5 11400h/8gb ram/512gb ssd/rtx3050 4g/15.6 inch fhd 144hz/win 10/?en) (2021),acer,I5,8,1,512,1,0,15.6,1920x1080,25749000
laptop acer gaming nitro 5 eagle an515-57-74nu (nh.qd9sv.001) (i7 11800h/8gb ram/ 512gb ssd/rtx3050ti 4g/15.6 inch fhd 144hz/win 10/?en) (2021),acer,I7,8,1,512,1,0,15.6,1920x1080,29649000
laptop hp 240 g8 (3d0f0pa) (i7 1165g7/8gb ram/512gb ssd/14 fhd/dos/b?c),hp,I7,8,1,512,0,0,14,1920x1080,20854000
laptop acer swift 3 sf314-511-56g1 (nx.ablsv.002) (i5-1135g7/16gb ram/512gb ssd/14.0 inch fhd ips/win10/b?c) (2021),acer,I5,16,1,512,0,0,14,1920x1080,20999000
laptop asus gaming tuf fx506hm-hn018t (i5 11400h/8gb ram/512gb ssd/15.6 fhd 144hz/rtx 3060 6gb/win10/xám),asus,I5,8,1,512,1,6,15.6,1920x1080,30154000
laptop msi gaming gf63 thin (10sc-468vn) (i5 10500h 8gb ram/512gb ssd/gtx1650 max q 4g/15.6 inch fhd 144hz/win10/?en) (2021),msi,I5,8,1,512,1,0,15.6,1920x1080,21644000
laptop msi gaming katana gf66 (11uc-641vn) (i7 11800h 8gb ram/512gb ssd/rtx3050 4gb/15.6 inch fhd 144hz/win10/?en) (2021),msi,I7,8,1,512,1,4,15.6,1920x1080,29449000
laptop msi modern 14 b11mo-460vn (i7 1165g7/8gb ram/512gb ssd/14.0 inch fhd 72% ntsc/ win10/xám) (2021),msi,I7,8,1,512,0,0,14,1920x1080,10899500
laptop acer gaming nitro 5 eagle an515-57-77ku (nh.qdgsv.001) (i7 11800h/16gb ram/512gb ssd/rtx3060 6g/15.6 inch qhd 165hz/win 10/?en) (2021),acer,I7,16,1,512,1,0,15.6,1920x1080,19349500
laptop dell inspiron 5310 (n3i3116w) (i3 1125g4 8gbram/256gb ssd/13.3 inch fhd/win10/b?c),dell,I3,8,1,256,0,0,13.3,1920x1080,17334000
laptop dell latitude 3420 (l3420i3ssd) (i3 1115g4 8gb ram/256gb ssd/14.0 inch/fedora/?en) (2021),dell,I3,8,1,256,0,0,14,1920x1080,16899000
laptop hp pavilion 15-eg0505tu (46m02pa) ( i5-1135g7/8gb ram/512gb ssd/15.6 fhd/win10/vàng),hp,I5,8,1,512,0,0,15.6,1920x1080,20024000
laptop asus vivobook s433ea-am885t (i7 1165g7/16gb ram/512gb ssd/14 fhd/win10/numpad/xám ?en),asus,I7,16,1,512,0,0,14,1920x1080,24019000
laptop hp pavilion 15-eg0507tu (46m06pa) ( i5-1135g7/8gb ram/256gb ssd/15.6 fhd/win10/vàng),hp,I5,8,1,256,0,0,15.6,1920x1080,19024000
laptop dell inspiron 5410 2 in 1 (n4i5147w) (i5 1135g7/8gb ram/ 512gb ssd/mx350 2gb/14.0 inch fhd touch/win 10/b?c),dell,I5,8,1,512,0,0,13.3,2560x1600,25624000
laptop asus x415ea-ek675t (i3 1115g4/4gb ram/256gb ssd/14 fhd/win 10/b?c),asus,I3,4,1,256,0,0,14,1920x1080,13949000
laptop acer gaming aspire 7 a715-75g-56zl (nh.q97sv.001) (i5 10300h/8gbram/512gb ssd/gtx1650 4g/15.6 inch fhd ips/win10/?en),acer,I5,8,1,512,1,0,15.6,1920x1080,21049000
laptop asus x515ea-bq1006t (i3 1115g4/4gb ram/512gb ssd/15.6 fhd/win 10/b?c),asus,I3,4,1,512,0,0,15.6,1920x1080,14499000
laptop hp pavilion 15-eg0539tu (4p5g6pa) ( i5-1135g7/8gb ram/512gb ssd/15.6 fhd/win10/b?c),hp,I5,8,1,512,0,0,15.6,1920x1080,20024000
laptop hp pavilion 15-eg0513tu (46m12pa) ( i3-1125g4/4gb ram/256gb ssd/15.6 fhd/win10/vàng),hp,I3,4,1,256,0,0,15.6,1920x1080,15074000
laptop hp pavilion 15-eg0509tu (46m08pa) ( i3-1125g4/4gb ram/512gb ssd/15.6 fhd/win10/vàng),hp,I3,4,1,512,0,0,15.6,1920x1080,15979000
laptop dell latitude 3520 (70251594) (i5 1135g7 8gb ram/256gb ssd/15.6 inch fhd/fedora/?en) (2021),dell,I5,8,1,256,0,0,15.6,1920x1080,20449000
laptop hp 240 g8 (3d0e1pa) (i5 1135g7/4gb ram/256gb ssd/14 fhd/fp/win10/b?c),hp,I5,4,1,256,0,0,14,1920x1080,18599000
laptop dell vostro 5301 (yv5wy1) (i5 11300h 8gb ram/512gbssd/13.3 inch fhd/win10/xám),dell,I5,8,1,512,0,0,13.3,1920x1080,11609500
laptop msi modern 14 (b11mo-682vn) (i3 1115g4/8gb ram/256gb ssd/14.0inch fhd 72% ntsc/win10/xanh),msi,I3,8,1,256,0,0,14,1920x1080,14919000
laptop msi modern 14 (b11sb-626vn) (i5-1155g7/8gb ram/512gbssd/mx450 2gb/14 inch fhd 72% ntsc/win 10/xanh),msi,I5,8,1,512,1,2,14,1920x1080,22854000
laptop asus d515da-ej845t (r3 3250u/4gb ram/512gb ssd/15.6 fhd/win 10/b?c),asus,R3,4,1,512,0,0,15.6,1920x1080,13099000
laptop msi gaming gf65 thin (10ue-286vn) ( i5 10500h 16gb ram/512gbssd/rtx 3060 6g/15.6 inch fhd 144hz/win10/?en) (2021),msi,I5,16,1,512,1,6,15.6,1920x1080,28744000
laptop acer gaming predator helios 300 ph315-54-75yd (nh.qc2sv.002) (i7 11800h/16gb ram/512gb ssd/rtx3060 6g/15.6 inch qhd 165hz/win 10/?en) (2021),acer,I7,16,1,512,1,0,15.6,1920x1080,39494000
laptop acer aspire 3 a315-58-3939 (nx.addsv.001) (i3 1115g4/4gbram/256gb ssd/15.6 inch fhd/win 10/b?c),acer,I3,4,1,256,0,0,15.6,1920x1080,12944000
laptop dell vostro 5410 (v4i5014w) (i5 11300h/8gb ram/512gb ssd/14.0 inch fhd /win10/office/xám) (2021),dell,I5,8,1,512,0,0,13.3,2560x1600,22739000
laptop dell inspiron 7400 (n4i5134w) (i5 1135g7/16gb ram/512gb ssd/mx350gb 2g/14.5 inch qhd 100%sgrb /win10/b?c) (2021),dell,I5,16,1,512,1,,14.5,1920x1080,29744000
laptop asus x415ea-eb640t (i5 1135g7/4gb ram/512gb ssd/14 fhd/win 10/b?c),asus,I5,4,1,512,0,0,14,1920x1080,17549000
laptop asus gaming tuf fa506qr-az003t (r7 5800h/16gb ram/512gb ssd/15.6 fhd 240hz /rtx 3070 8gb/win10/xám),asus,R7,16,1,512,0,0,15.6,1920x1080,39499000
laptop dell latitude 7420 (42lt742000) (i5 1135g7 8gb ram/256gb ssd/14.0 inch fhd 400nits/ubuntu/?en/v? nhôm) (2021),dell,I5,8,1,256,0,0,14,1920x1080,34189000
laptop dell latitude 3410 (l3410i5ssd) (i5 10210u 8gb ram/256gb ssd/14.0 inch full hd/fedora/xám),dell,I5,8,1,256,0,0,14,1920x1080,19239000
laptop asus gaming rog strix g513ih-hn015t (ryzen 7 4800h/8gb ram/512gb ssd/15.6 fhd 144hz/gtx1650 4gb/win10/xám),asus,R7,8,1,512,1,4,15.6,1920x1080,23849000
laptop asus x415ea-eb548t (i5 1135g7/4gb ram/512gb ssd/14 fhd/win 10/xám),asus,I5,4,1,512,0,0,14,1920x1080,17599000
laptop msi modern 14 (b10mw-646vn) (i5 10210u/8gb ram/512gb ssd/14.0inch fhd/win10/xám/v? nhôm),msi,I5,8,1,512,0,0,13.3,2560x1600,17489000
laptop asus vivobook m513ua-l1221t (r5 5500u/8gb ram/512gb ssd/15.6 fhd/win 10/b?c),asus,R5,8,1,512,0,0,15.6,1920x1080,19249000
laptop asus vivobook m513ua-l1240t (r7 5700u/8gb ram/512gb ssd/15.6 fhd/win 10/b?c),asus,R7,8,1,512,0,0,13.3,2560x1600,21099000
laptop asus gaming  rog flow 13 gv301qc-k6052t (r9 5900hs/16gb ram/512gb ssd/13.4 touch /rtx3050 4gb/win10/bút/túi/?en),asus,R9,16,1,512,1,4,13.4,1920x1080,39249000
laptop asus vivobook tm420ia-ec227t(r7 4700u/8gb ram/512gb ssd/14 fhd touch/win10/xoay/?en),asus,R7,8,1,512,0,0,14,1920x1080,19949000
